genome,Modules,KO_number,median_comparison,median_high,median_low,IQR_high,IQR_low
Succiniclasticum ruminis DSM11005,M00011,K01903,Low,0.029856785,0.055902956,0.02362295325,0.01210434725
Succiniclasticum ruminis DSM11005,M00173,K01903,Low,0.029856785,0.055902956,0.02362295325,0.01210434725
Succiniclasticum ruminis DSM11005,M00374,K01903,Low,0.029856785,0.055902956,0.02362295325,0.01210434725
Succiniclasticum ruminis DSM11005,M00620,K01903,Low,0.029856785,0.055902956,0.02362295325,0.01210434725
Succiniclasticum ruminis DSM11005,M00173,K01958,Low,0.0472252105,0.056595731,0.02335170275,0.00782452125
Succiniclasticum ruminis DSM11005,M00173,K01960,Low,0.036241381,0.037838854,0.003373647,0.00310524075
Succiniclasticum ruminis DSM11005,M00620,K01960,Low,0.036241381,0.037838854,0.003373647,0.00310524075
Succiniclasticum ruminis DSM11005,M00924,K02190,Low,0.0788557295,0.0986346205,0.0276717855,0.00638787975000001
Succiniclasticum ruminis DSM11005,M00924,K02191,Low,0.0672888615,0.066330865,0.01491688025,0.010915522
Succiniclasticum ruminis DSM11005,M00924,K02224,Low,0.093711859,0.086866759,0.02051296425,0.00521427925000001
Succiniclasticum ruminis DSM11005,M00925,K02224,Low,0.093711859,0.086866759,0.02051296425,0.00521427925000001
Succiniclasticum ruminis DSM11005,M00925,K02230,Low,0.085217679,0.1168502055,0.01892849825,0.006672896
Succiniclasticum ruminis DSM11005,M00846,K02303,Low,0.058745028,0.066060387,0.029431677,0.004860928
Succiniclasticum ruminis DSM11005,M00924,K02303,Low,0.058745028,0.066060387,0.029431677,0.004860928
Succiniclasticum ruminis DSM11005,M00925,K02303,Low,0.058745028,0.066060387,0.029431677,0.004860928
Succiniclasticum ruminis DSM11005,M00846,K02304,Low,0.0869340005,0.0895905025,0.00924702475,0.0097585605
Succiniclasticum ruminis DSM11005,M00924,K02304,Low,0.0869340005,0.0895905025,0.00924702475,0.0097585605
Succiniclasticum ruminis DSM11005,M00121,K02492,Low,0.062137746,0.0919738605,0.03889383525,0.00262445850000001
Succiniclasticum ruminis DSM11005,M00846,K02492,Low,0.062137746,0.0919738605,0.03889383525,0.00262445850000001
Succiniclasticum ruminis DSM11005,M00926,K02492,Low,0.062137746,0.0919738605,0.03889383525,0.00262445850000001
Succiniclasticum ruminis DSM11005,M00026,K02501,Low,0.160520607,0.1634100815,0.1095991545,0.00592407924999999
Succiniclasticum ruminis DSM11005,M00026,K02502,Low,0.0565256565,0.064183274,0.00884677525,0.00359567675000001
[Eubacterium] cellulosolvens 6,M00026,K00013,Low,0.0673629895,0.076037635,0.01298943775,0.0195148705
[Eubacterium] cellulosolvens 6,M00026,K00817,Low,0.077659452,0.1191353515,0.122401886,0.0168475495
[Eubacterium] cellulosolvens 6,M00026,K01089,Low,0.077659452,0.1191353515,0.122401886,0.0168475495
[Eubacterium] cellulosolvens 6,M00026,K01693,Low,0.077659452,0.1191353515,0.122401886,0.0168475495
[Eubacterium] cellulosolvens LD2006,M00173,K00031,Low,0.109178574,0.122256008,0.0286687885,0.01031599725
[Eubacterium] cellulosolvens LD2006,M00570,K00053,High,0.033096927,0.060029294,0.008540189,0.00246842975
[Eubacterium] cellulosolvens LD2006,M00001,K00134,High,0.125724791,0.150786899,0.01408441575,0.01734286675
[Eubacterium] cellulosolvens LD2006,M00003,K00134,High,0.125724791,0.150786899,0.01408441575,0.01734286675
[Eubacterium] cellulosolvens LD2006,M00845,K00145,High,0.124137931,0.118421053,0.0250413995,0.032692308
[Eubacterium] cellulosolvens LD2006,M00173,K00169,Low,0.0892836,0.087535247,0.010430046,0.0103198015
[Eubacterium] cellulosolvens LD2006,M00173,K00170,Low,0.111444732,0.1218233585,0.0092094185,0.02388523375
[Eubacterium] cellulosolvens LD2006,M00173,K00172,Low,0.076753385,0.098210247,0.0120169445,0.015164817
[Eubacterium] cellulosolvens LD2006,M00845,K00821,High,0.100490196,0.113411218,0.011791481,0.0124505475
[Eubacterium] cellulosolvens LD2006,M00570,K00826,High,0.114952597,0.0456039505,0.0354427015,0.0185247655
[Eubacterium] cellulosolvens LD2006,M00001,K00850,High,0.106758132,0.0819891405,0.02674738925,0.01834779375
[Eubacterium] cellulosolvens LD2006,M00001,K00927,High,0.1238074655,0.0910369715,0.007653022,0.00868735050000001
[Eubacterium] cellulosolvens LD2006,M00003,K00927,High,0.1238074655,0.0910369715,0.007653022,0.00868735050000001
[Eubacterium] cellulosolvens LD2006,M00173,K01006,Low,0.091202081,0.092502514,0.00692319699999999,0.01325784475
[Eubacterium] cellulosolvens LD2006,M00003,K01610,High,0.081936656,0.090308909,0.00954348900000002,0.013132314
[Eubacterium] cellulosolvens LD2006,M00001,K01624,High,0.109542478,0.061559221,0.0230667135,0.015561026
[Eubacterium] cellulosolvens LD2006,M00003,K01624,High,0.109542478,0.061559221,0.0230667135,0.015561026
[Eubacterium] cellulosolvens LD2006,M00570,K01652,High,0.088661402,0.0895548855,0.020933463,0.01520376075
[Eubacterium] cellulosolvens LD2006,M00570,K01653,High,0.1334642615,0.1228536255,0.017386621,0.0686906595
[Eubacterium] cellulosolvens LD2006,M00173,K01681,Low,0.0775455745,0.0986680475,0.00437501375,0.00734966300000001
[Eubacterium] cellulosolvens LD2006,M00570,K01687,High,0.096759447,0.087626123,0.0114944975,0.0180890665
[Eubacterium] cellulosolvens LD2006,M00001,K01689,High,0.075418979,0.0716311365,0.00692325949999999,0.01939629
[Eubacterium] cellulosolvens LD2006,M00003,K01689,High,0.075418979,0.0716311365,0.00692325949999999,0.01939629
[Eubacterium] cellulosolvens LD2006,M00570,K01754,High,0.102917218,0.0929873775,0.05101772325,0.0132708165
[Eubacterium] cellulosolvens LD2006,M00845,K01755,High,0.112276451,0.0656816175,0.028222232,0.00952233625
[Eubacterium] cellulosolvens LD2006,M00001,K01803,High,0.1238074655,0.0910369715,0.007653022,0.00868735050000001
[Eubacterium] cellulosolvens LD2006,M00003,K01803,High,0.1238074655,0.0910369715,0.007653022,0.00868735050000001
[Eubacterium] cellulosolvens LD2006,M00001,K01810,High,0.1054875625,0.1045719505,0.023950763,0.00503719000000001
[Eubacterium] cellulosolvens LD2006,M00845,K01940,High,0.133867277,0.0923872755,0.0449886105,0.01340252075
[Eubacterium] cellulosolvens LD2006,M00173,K01960,Low,0.113041157,0.10586289,0.0234718305,0.013167645
